Company,Sentiment,Price,Date,Decision
GOOGL,positive,35.1686462012876,2025-01-25T17:12:53Z,buy
GOOGL,negative,35.1686462012876,2025-01-22T21:53:30Z,sell
GOOGL,neutral,35.1686462012876,2025-01-12T18:24:37Z,hold
GOOGL,negative,35.1686462012876,2025-01-19T12:36:14Z,sell
GOOGL,negative,35.1686462012876,2025-01-23T17:08:00Z,sell
GOOGL,negative,35.1686462012876,2025-02-05T14:15:00Z,sell
GOOGL,positive,35.1686462012876,2025-01-13T13:17:48Z,buy
GOOGL,negative,35.1686462012876,2025-02-05T12:57:00Z,sell
GOOGL,negative,35.1686462012876,2025-02-07T13:35:00Z,sell
GOOGL,positive,35.1686462012876,2025-01-30T14:55:00Z,buy
GOOGL,neutral,35.1686462012876,2025-02-06T13:47:00Z,hold
GOOGL,positive,35.1686462012876,2025-02-04T15:10:00Z,buy
GOOGL,positive,35.1686462012876,2025-01-24T18:52:16Z,buy
GOOGL,negative,35.1686462012876,2025-02-03T16:16:09Z,sell
GOOGL,positive,35.1686462012876,2025-01-27T12:56:01Z,buy
GOOGL,positive,35.1686462012876,2025-02-02T11:40:20Z,buy
GOOGL,positive,35.1686462012876,2025-01-12T12:00:00Z,buy
GOOGL,positive,35.1686462012876,2025-01-09T10:00:00Z,buy
GOOGL,negative,35.1686462012876,2025-01-27T17:15:00Z,sell
GOOGL,positive,35.1686462012876,2025-01-28T10:00:00Z,buy
GOOGL,negative,35.1686462012876,2025-01-19T04:39:08Z,sell
GOOGL,negative,35.1686462012876,2025-01-29T10:00:00Z,sell
GOOGL,positive,35.1686462012876,2025-01-14T13:00:00Z,buy
GOOGL,negative,35.1686462012876,2025-01-27T15:41:21Z,sell
GOOGL,positive,35.1686462012876,2025-02-07T10:20:07Z,buy
GOOGL,neutral,35.1686462012876,2025-01-23T21:34:13Z,hold
GOOGL,positive,35.1686462012876,2025-01-27T17:56:34Z,buy
GOOGL,positive,35.1686462012876,2025-02-04T21:23:13Z,buy
GOOGL,negative,35.1686462012876,2025-02-05T12:25:56Z,sell
GOOGL,positive,35.1686462012876,2025-01-23T11:49:20Z,buy
GOOGL,positive,35.1686462012876,2025-01-08T21:07:00Z,buy
GOOGL,positive,35.1686462012876,2025-01-09T14:50:00Z,buy
GOOGL,positive,35.1686462012876,2025-01-27T10:00:00Z,buy
GOOGL,neutral,35.1686462012876,2025-01-08T20:55:32Z,hold
GOOGL,positive,35.1686462012876,2025-01-21T13:39:22Z,buy
